actions,category,drugbank_id,known_action,organism,uniprot_id
,target,DB03147,unknown,Clostridium aminobutyricum,P55792
,target,DB03147,unknown,Pseudomonas putida,P09788
,target,DB03147,unknown,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),P19480
,target,DB03147,unknown,Neisseria meningitidis,Q51225
,target,DB03147,unknown,Plasmodium falciparum (isolate K1 / Thailand),Q94655
,target,DB03147,unknown,Thermobifida fusca (strain YX),Q47PU3
,target,DB03147,unknown,Acinetobacter sp. (strain ADP1),P07771
,target,DB03147,unknown,Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039),Q72JJ3
,target,DB03147,unknown,Streptomyces hygroscopicus subsp. ascomyceticus,Q9KIE5
,target,DB03147,unknown,Pseudomonas putida,P09063
,target,DB03147,unknown,Pseudomonas fluorescens,P14218
,target,DB03147,unknown,Escherichia coli (strain K12),P35340
,target,DB03147,unknown,Nostoc sp. (strain PCC 7120 / UTEX 2576),P58558
,target,DB03147,unknown,Escherichia coli (strain K12),P28861
,target,DB03147,unknown,Bacillus sp. (strain HIL-Y85/54728),Q9RC23
,target,DB03147,unknown,Shewanella frigidimarina,P0C278
cofactor,target,DB03147,unknown,Humans,Q16795
,enzyme,DB03147,unknown,Humans,P27338
,target,DB03148,unknown,Bacillus subtilis (strain 168),P14193
,target,DB03148,unknown,Mycobacterium tuberculosis,O33199
,target,DB03148,unknown,Escherichia coli (strain K12),P07024
,target,DB03150,unknown,Humans,P23919
,target,DB03151,unknown,Marinobacter hydrocarbonoclasticus,Q7SIA3
,target,DB03151,unknown,Paracoccus denitrificans,Q51705
,target,DB03152,unknown,Thermus aquaticus,P19821
,target,DB03152,unknown,Shigella flexneri,O68874
,target,DB03152,unknown,Humans,Q08188
,target,DB03152,unknown,Thermochromatium tepidum,Q93RD8
,target,DB03152,unknown,Escherichia coli (strain K12),P60844
,target,DB03152,unknown,Rhodobacter sphaeroides,Q02761
,target,DB03152,unknown,Rhodobacter sphaeroides,Q02762
,target,DB03152,unknown,Rhodobacter sphaeroides,Q02760
,target,DB03152,unknown,Humans,P08100
,target,DB03153,unknown,Humans,P00492
,target,DB03154,unknown,Humans,P18031
,target,DB03155,unknown,Humans,P07998
,target,DB03156,unknown,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),Q54873
,target,DB03156,unknown,Pedobacter heparinus (strain ATCC 13125 / DSM 2366 / NCIB 9290),Q59288
,target,DB03156,unknown,Geobacillus stearothermophilus,Q8VVD2
,target,DB03157,unknown,Escherichia coli (strain K12),P0A884
,target,DB03158,unknown,Humans,P32019
,target,DB03159,unknown,Humans,P00734
,target,DB03159,unknown,Humans,P07477
,target,DB03159,unknown,Humans,P00749
,target,DB03160,unknown,Escherichia coli (strain K12),P12998
,target,DB03161,unknown,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),P95780
,target,DB03161,unknown,Streptococcus suis,Q8GIQ0
,target,DB03162,unknown,Plasmodium falciparum (isolate CDC / Honduras),Q27743
,target,DB03163,unknown,Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2),Q56839
,target,DB03164,unknown,VACV,P07617
,target,DB03165,unknown,Escherichia coli (strain K12),Q46822
substrate|inhibitor,transporter,DB03166,unknown,Humans,O94956
substrate,transporter,DB03166,unknown,Humans,P53985
,carrier,DB03167,unknown,Humans,P02766
,target,DB03169,unknown,Pseudomonas mevalonii,P13702
,target,DB03169,unknown,Humans,P04035
,target,DB03169,unknown,Staphylococcus aureus (strain MW2),A0A0H3K1U2
,target,DB03170,unknown,Shigella flexneri,P0A6I8
,target,DB03171,unknown,Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039),P16608
,target,DB03171,unknown,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),P00929
,target,DB03171,unknown,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),P0A2K1
,target,DB03172,unknown,Escherichia coli (strain K12),P0ABP8
,target,DB03173,unknown,Humans,P07477
,target,DB03174,unknown,Bacillus cereus,O31156
,target,DB03175,unknown,Humans,P61626
,target,DB03176,unknown,Humans,P10828
,target,DB03176,unknown,Humans,P10827
,target,DB03177,unknown,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),Q05603
,target,DB03178,unknown,Streptomyces aureofaciens,P05798
,target,DB03179,unknown,Humans,Q86VU5
,target,DB03180,unknown,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),Q05603
,target,DB03181,unknown,Humans,P10828
,target,DB03182,unknown,Humans,O75390
,target,DB03183,unknown,Humans,Q08499
,target,DB03185,unknown,Humans,P32320
ligand,enzyme,DB03185,unknown,Humans,P32320
,target,DB03186,unknown,Humans,P07998
,target,DB03187,unknown,Humans,P23434
,target,DB03189,unknown,Humans,P61626
,target,DB03190,unknown,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),P59676
,target,DB03191,unknown,Humans,Q00266
,target,DB03192,unknown,Humans,P51659
,target,DB03193,unknown,Humans,Q9UNK4
,target,DB03193,unknown,Humans,Q07869
,carrier,DB03193,unknown,Humans,P05413
,carrier,DB03193,unknown,Humans,P02768
,target,DB03194,unknown,Humans,P11226
,target,DB03195,unknown,Humans,P23919
,target,DB03196,unknown,Geobacillus stearothermophilus,Q9XBQ3
,target,DB03197,unknown,Escherichia coli (strain K12),P26281
,target,DB03198,unknown,Bacillus circulans,P30920
,target,DB03199,unknown,Streptomyces peucetius,Q06528
,target,DB03200,unknown,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),Q05603
,target,DB03201,unknown,Humans,P15085
,target,DB03202,unknown,Humans,Q9UNI1
,target,DB03203,unknown,Humans,Q9NZD2
,target,DB03203,unknown,Poliovirus type 1 (strain Mahoney),P03300
,target,DB03203,unknown,HRV-14,P03303
,target,DB03203,unknown,SVDV,P13900
,target,DB03203,unknown,Poliovirus type 3 (strains P3/Leon/37 and P3/Leon 12A[1]B),P03302
,target,DB03203,unknown,Humans,P15151
substrate,transporter,DB03203,unknown,Humans,P08183
,target,DB03205,unknown,Comamonas testosteroni,Q46444
,target,DB03205,unknown,Acinetobacter calcoaceticus,P13650
,target,DB03205,unknown,Pseudomonas putida,Q8GR64
,target,DB03205,unknown,Klebsiella pneumoniae,P27505
,target,DB03205,unknown,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),Q9Z4J7
,target,DB03206,unknown,Humans,Q9UKM7
,target,DB03206,unknown,Penicillium citrinum,P31723
,target,DB03206,unknown,Arthrobacter sp. (strain NRRL B3728),P12070
,target,DB03206,unknown,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),Q08638
,target,DB03206,unknown,Bacillus sp. (strain 1011),P05618
,target,DB03207,unknown,Humans,P22894
,target,DB03210,unknown,Paracoccus denitrificans,P95468
,target,DB03211,unknown,Trypanosoma cruzi,P22513
,target,DB03212,unknown,Escherichia coli (strain K12),P0AES2
,target,DB03213,unknown,Humans,P07477
,target,DB03214,unknown,Humans,Q96QU6
,target,DB03214,unknown,Humans,Q96RQ9
,target,DB03215,unknown,Erwinia carotovora,Q9XB61
,target,DB03216,unknown,Humans,P23526
,target,DB03217,unknown,Humans,P12931
,target,DB03218,unknown,Humans,P11217
,target,DB03219,unknown,Streptomyces purpurascens,Q54527
,target,DB03220,unknown,Humans,P00813
,target,DB03221,unknown,Humans,P00918
,target,DB03222,unknown,Enterobacteria phage T7,P03692
,target,DB03222,unknown,Humans,P06746
,target,DB03222,unknown,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),Q08698
,target,DB03222,unknown,Enterobacteria phage T4,P07071
,target,DB03222,unknown,Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155),Q59560
,target,DB03222,unknown,Mycobacterium paratuberculosis (strain ATCC BAA-968 / K-10),P62219
,target,DB03223,unknown,Humans,P13639
,target,DB03224,unknown,Thermus thermophilus,P04164
,target,DB03225,unknown,Humans,P14920
inhibitor,transporter,DB03225,unknown,Humans,Q8TF71
,target,DB03226,unknown,Geobacillus stearothermophilus,P42328
,target,DB03226,unknown,Humans,P00326
,target,DB03226,unknown,Humans,P01112
,target,DB03227,unknown,Humans,Q9HAN9
,target,DB03227,unknown,Humans,Q96T66
,target,DB03227,unknown,Humans,Q10588
,target,DB03227,unknown,Enterococcus faecalis (strain ATCC 700802 / V583),Q837V6
,target,DB03228,unknown,Escherichia coli (strain K12),P38489
,target,DB03229,unknown,Streptomyces clavuligerus (strain ATCC 27064 / DSM 738 / JCM 4710 / NBRC 13307 / NCIMB 12785 / NRRL 3585 / VKM Ac-602),P18548
,target,DB03229,unknown,Lactobacillus paracasei,P17584
,target,DB03230,unknown,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),Q8ZKF6
,target,DB03231,unknown,Staphylococcus aureus,P56740
,target,DB03232,unknown,Escherichia coli (strain K12),P0A8X2
,target,DB03233,unknown,Humans,P23919
,target,DB03234,unknown,Alicyclobacillus acidocaldarius subsp. acidocaldarius (strain ATCC 27009 / DSM 446 / 104-1A),P33247
,target,DB03235,unknown,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),P01556
,target,DB03237,unknown,Escherichia coli (strain K12),P0AES2
,target,DB03238,unknown,Enterobacteria phage T4,P00720
,carrier,DB03239,unknown,Humans,P02766
,target,DB03240,unknown,Humans,P42262
,target,DB03241,unknown,Yeast,P0DJ06
,target,DB03242,unknown,Escherichia coli,P32890
,target,DB03243,unknown,Humans,P07477
,target,DB03245,unknown,Humans,Q92947
,target,DB03246,unknown,Escherichia coli (strain K12),P02924
,target,DB03247,unknown,Methylophilus methylotrophus,P16099
,target,DB03247,unknown,Desulfovibrio gigas,Q9F0J6
,target,DB03247,unknown,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),Q9WZW1
,target,DB03247,unknown,Pseudomonas putida,Q51990
,target,DB03247,unknown,Vibrio harveyi,Q56691
,target,DB03247,unknown,Humans,O75676
,target,DB03247,unknown,Pseudomonas fluorescens,Q51793
,target,DB03247,unknown,Humans,Q9NYQ3
,target,DB03247,unknown,Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG 4051 / NBRC 15346 / NCIMB 9279 / R1 / VKM B-1422),Q9RYU4
,target,DB03247,unknown,Escherichia coli (strain K12),P61949
,target,DB03247,unknown,Bacillus subtilis (strain 168),P50740
,target,DB03247,unknown,Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579),Q60049
,target,DB03247,unknown,Desulfovibrio vulgaris (strain Miyazaki F / DSM 19637),Q46604
,target,DB03247,unknown,Bacillus cereus (strain ATCC 14579 / DSM 31),Q81EW9
,target,DB03247,unknown,Humans,P16435
,target,DB03247,unknown,Humans,Q96CD2
,target,DB03247,unknown,Pseudomonas aeruginosa,O69755
,target,DB03247,unknown,Synechocystis sp. (strain PCC 6803 / Kazusa),P55038
,target,DB03247,unknown,Escherichia coli (strain K12),P0AFI7
,target,DB03247,unknown,Clostridium beijerinckii,P00322
,target,DB03247,unknown,Escherichia coli (strain K12),P38489
,target,DB03247,unknown,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),P0A2Y7
,target,DB03247,unknown,Escherichia coli (strain K12),P42593
,target,DB03247,unknown,Lactococcus lactis subsp. cremoris,Q53ZE5
,target,DB03247,unknown,Humans,P30043
,target,DB03247,unknown,Humans,Q9UJM8
,target,DB03247,unknown,Humans,Q9NVS9
,target,DB03247,unknown,Vibrio fischeri,P46072
,target,DB03247,unknown,Humans,Q969G6
,target,DB03247,unknown,Escherichia coli (strain K12),P17117
,target,DB03247,unknown,Humans,P29475
,target,DB03247,unknown,Escherichia coli (strain K12),P0A7E1
,target,DB03247,unknown,Humans,Q12882
,target,DB03247,unknown,Humans,Q02127
,target,DB03247,unknown,Enterobacter cloacae,P71278
,target,DB03247,unknown,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),P63462
,target,DB03247,unknown,Staphylococcus epidermidis,P30197
,target,DB03247,unknown,Escherichia coli (strain K12),P41407
,target,DB03247,unknown,Helicobacter pylori (strain ATCC 700392 / 26695),P56122
,target,DB03247,unknown,Nostoc sp. (strain PCC 7120 / UTEX 2576),P0A3D9
,target,DB03247,unknown,Desulfovibrio vulgaris (strain Hildenborough / ATCC 29579 / NCIMB 8303),P00323
,target,DB03247,unknown,Synechococcus elongatus (strain PCC 7942),P10340
,target,DB03247,unknown,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),Q8DW21
,target,DB03247,unknown,Bacillus subtilis (strain 168),O34974
,target,DB03247,unknown,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),Q9WXV1
,target,DB03247,unknown,Bacillus subtilis (strain 168),P50618
,target,DB03247,unknown,Escherichia coli O157:H7,P69772
,target,DB03247,unknown,Pseudomonas putida,P20932
,target,DB03247,unknown,Bacillus subtilis (strain 168),O07529
,target,DB03247,unknown,Helicobacter pylori (strain J99 / ATCC 700824),Q9ZK53
,target,DB03247,unknown,Humans,O00141
,target,DB03247,unknown,Enterobacter cloacae,Q01234
,target,DB03247,unknown,Moorella thermoacetica (strain ATCC 39073),Q9FDN7
,target,DB03247,unknown,Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039),Q746I8
ligand,enzyme,DB03247,unknown,Humans,P16435
,target,DB03248,unknown,Aquifex aeolicus (strain VF5),O66496
,target,DB03250,unknown,Humans,P11217
,target,DB03251,unknown,Humans,P07477
,target,DB03252,unknown,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),Q9HTQ2
,target,DB03252,unknown,Escherichia coli (strain K12),P00861
,target,DB03253,unknown,Humans,P27487
,target,DB03254,unknown,Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145),Q9FCA6
,target,DB03255,unknown,Geobacillus stearothermophilus,P43133
,target,DB03255,unknown,Enterobacteria phage T4,P00720
,target,DB03255,unknown,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),Q05603
,target,DB03255,unknown,Humans,P02768
,target,DB03256,unknown,Arthrobacter globiformis,Q9AGP8
,target,DB03256,unknown,Geobacillus kaustophilus (strain HTA426),Q5KUI2
,target,DB03256,unknown,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),Q9WY54
,target,DB03256,unknown,Escherichia coli (strain K12),P77398
,target,DB03256,unknown,Humans,O95954
,target,DB03257,unknown,Influenza A virus (strain A/Tern/Australia/G70C/1975 H11N9),P03472
,target,DB03258,unknown,Thermus aquaticus,P19821
,target,DB03258,unknown,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),Q08698
,target,DB03258,unknown,Enterobacteria phage T4,P07071
,target,DB03258,unknown,Escherichia coli (strain K12),P28248
,target,DB03259,unknown,Burkholderia xenovorans (strain LB400),P47228
,target,DB03260,unknown,Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG 4051 / NBRC 15346 / NCIMB 9279 / R1 / VKM B-1422),Q9RZ04
,target,DB03262,unknown,Humans,P00918
,target,DB03264,unknown,Bacillus subtilis (strain 168),P94548
,target,DB03264,unknown,Mycobacterium tuberculosis,P9WNG3
,target,DB03267,unknown,Humans,P35558
,target,DB03268,unknown,Humans,P12931
,target,DB03270,unknown,Humans,P00918
,target,DB03273,unknown,Humans,P23526
,target,DB03274,unknown,Escherichia coli (strain K12),P0A884
,target,DB03276,unknown,Humans,P62993
,target,DB03277,unknown,Alicyclobacillus acidocaldarius,Q9RHZ6
,target,DB03277,unknown,Humans,P19961
,target,DB03278,unknown,Escherichia coli (strain K12),P09373
,target,DB03279,unknown,Humans,P13631
,target,DB03280,unknown,Humans,P23919
,target,DB03280,unknown,Shigella flexneri,P0A721
,target,DB03280,unknown,EHV-4,P24425
,target,DB03280,unknown,,P03176
,target,DB03280,unknown,Mycobacterium tuberculosis,P9WKE1
,target,DB03283,unknown,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),Q9WYE2
,target,DB03283,unknown,Humans,P22303
,target,DB03284,unknown,Arthrobacter aurescens,P84141
,target,DB03286,unknown,Humans,P11217
,target,DB03288,unknown,Humans,P06737
,target,DB03289,unknown,Escherichia coli,P08692
,target,DB03290,unknown,Bacillus licheniformis,P00780
,target,DB03292,unknown,Humans,P78330
,target,DB03294,unknown,Humans,P00918
,target,DB03296,unknown,Trypanosoma cruzi,Q26966
,target,DB03297,unknown,Humans,P05981
,target,DB03297,unknown,Vibrio sp. PA-44,Q8GB52
,target,DB03297,unknown,Pseudomonas fluorescens,Q53547
,target,DB03297,unknown,Bacillus subtilis (strain 168),O07015
,target,DB03297,unknown,Humans,P04179
,target,DB03297,unknown,Humans,P23946
,target,DB03297,unknown,Bacillus amyloliquefaciens,P00782
,target,DB03298,unknown,Humans,P12931
,target,DB03299,unknown,Amycolatopsis sp.,Q44244
,target,DB03300,unknown,Desulfovibrio desulfuricans,Q9REC4
,target,DB03301,unknown,Enterobacteria phage T4,P00720
,target,DB03304,unknown,Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4),P28720
,target,DB03305,unknown,Humans,P29474
,target,DB03306,unknown,Humans,P12931
,target,DB03307,unknown,Humans,P24941
,target,DB03308,unknown,Geobacillus stearothermophilus,P43133
,target,DB03309,unknown,MeV,P03422
,target,DB03309,unknown,Paracoccus pantotrophus,P72181
,target,DB03309,unknown,Humans,P19622
,target,DB03309,unknown,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),P50597
,target,DB03309,unknown,Nostoc ellipsosporum,P81180
,target,DB03309,unknown,Humans,O00204
,target,DB03310,unknown,Humans,P28161
,target,DB03310,unknown,Humans,P00390
,target,DB03311,unknown,Humans,P18031
,target,DB03312,unknown,,P03176
,target,DB03313,unknown,Streptomyces sp. (strain R61),P15555
inhibitor,target,DB03313,yes,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),Q7CRA4
inhibitor,target,DB03313,yes,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),Q8DR59
inhibitor,target,DB03313,yes,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),P0A3M6
inhibitor,target,DB03313,yes,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),Q8DNB6
inhibitor,target,DB03313,yes,Streptococcus pneumoniae,Q75Y35
,target,DB03314,unknown,Humans,P60174
,target,DB03314,unknown,Humans,P09488
,target,DB03315,unknown,Bacillus pumilus,P48068
,target,DB03315,unknown,Bacillus caldolyticus,P41007
,target,DB03316,unknown,Bacillus licheniformis,P00780
,target,DB03316,unknown,Humans,Q9Y275
,target,DB03316,unknown,Humans,Q9Y6I3
,target,DB03316,unknown,SINV,P03316
,target,DB03316,unknown,Humans,P10600
,target,DB03317,unknown,Escherichia coli (strain K12),P0ABK9
,target,DB03317,unknown,Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009),P00091
,target,DB03317,unknown,Synechocystis sp. (strain PCC 6803 / Kazusa),Q55013
,target,DB03317,unknown,Paracoccus denitrificans,P54820
,target,DB03317,unknown,Pseudomonas stutzeri,P00101
,target,DB03317,unknown,Desulfuromonas acetoxidans,P00137
,target,DB03317,unknown,Desulfovibrio desulfuricans (strain ATCC 27774 / DSM 6949),P81040
,target,DB03317,unknown,Mycobacterium tuberculosis,P9WN25
,target,DB03317,unknown,Bacillus pasteurii,P82599
,target,DB03317,unknown,Humans,P11712
,target,DB03317,unknown,Desulfovibrio desulfuricans (strain ATCC 27774 / DSM 6949),Q9RN68
,target,DB03317,unknown,Desulfovibrio baculatus (strain Norway 4),P00136
,target,DB03317,unknown,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),P14532
,target,DB03317,unknown,Desulfovibrio vulgaris (strain Miyazaki F / DSM 19637),P00132
,target,DB03317,unknown,Rhodobacter sphaeroides (strain ATCC 17023 / 2.4.1 / NCIB 8253 / DSM 158),P00148
,target,DB03317,unknown,Desulfovibrio desulfuricans,Q9L915
,target,DB03317,unknown,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),P24474
,target,DB03317,unknown,Desulfovibrio vulgaris (strain Hildenborough / ATCC 29579 / NCIMB 8303),P24092
,target,DB03317,unknown,Methylophilus methylotrophus,Q9RQB9
,target,DB03317,unknown,Comamonas testosteroni,Q46444
,target,DB03317,unknown,Paracoccus pantotrophus,P72181
,target,DB03317,unknown,Pseudomonas stutzeri,Q52369
,target,DB03317,unknown,Humans,P99999
,target,DB03319,unknown,Humans,P42262
,target,DB03320,unknown,HIV-1,P12488
,target,DB03321,unknown,Influenza A virus (strain A/Tern/Australia/G70C/1975 H11N9),P03472
,target,DB03323,unknown,Bacillus circulans,P30920
,target,DB03323,unknown,Humans,P19961
,target,DB03323,unknown,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),O33830
,target,DB03323,unknown,Alicyclobacillus acidocaldarius,Q9RHZ6
,target,DB03323,unknown,Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG 4051 / NBRC 15346 / NCIMB 9279 / R1 / VKM B-1422),Q9RX51
,target,DB03323,unknown,Escherichia coli (strain K12),P0AEX9
,target,DB03323,unknown,Bacillus cereus,P36924
,target,DB03323,unknown,Geobacillus stearothermophilus,P19531
,target,DB03323,unknown,Escherichia coli (strain K12),P00490
,target,DB03325,unknown,Escherichia coli (strain K12),P0AGJ9
,target,DB03326,unknown,Humans,P07998
,target,DB03327,unknown,Geobacillus stearothermophilus,P10724
,target,DB03328,unknown,Humans,P47989
,target,DB03329,unknown,Humans,P07858
,target,DB03330,unknown,Humans,Q04760
,target,DB03331,unknown,Humans,O14556
,target,DB03332,unknown,Humans,P29474
,target,DB03333,unknown,Humans,P00918
,target,DB03335,unknown,Pseudomonas paucimobilis,P51698
,target,DB03336,unknown,Humans,P21964
,target,DB03337,unknown,Humans,P07477
,target,DB03338,unknown,Humans,Q03181
,target,DB03338,unknown,Humans,P62942
,target,DB03340,unknown,Lactobacillus delbrueckii subsp. lactis,P45494
,target,DB03341,unknown,Humans,Q16613
,target,DB03342,unknown,Influenza B virus (strain B/Lee/1940),P03474
,target,DB03343,unknown,Shewanella frigidimarina,P0C278
,target,DB03344,unknown,Humans,O43739
,target,DB03345,unknown,Enterobacteria phage T4,P00720
,target,DB03345,unknown,Humans,Q04760
,target,DB03345,unknown,Humans,Q9NVS9
,target,DB03345,unknown,Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4),Q07982
,target,DB03345,unknown,Humans,P01009
,target,DB03345,unknown,Humans,P09382
,target,DB03345,unknown,Enterobacteria phage lambda,P03765
,target,DB03345,unknown,Humans,Q96GD3
,target,DB03345,unknown,Escherichia coli (strain K12),P0AFI7
,target,DB03345,unknown,Helicobacter pylori (strain ATCC 700392 / 26695),O25323
,target,DB03346,unknown,Humans,P49888
,carrier,DB03346,unknown,Humans,P02766
,target,DB03347,unknown,Flavobacterium sp. (strain ATCC 27551),P0A433
,target,DB03347,unknown,Brevundimonas diminuta,P0A434
,target,DB03347,unknown,Humans,P04637
,target,DB03348,unknown,Humans,P22303
,target,DB03349,unknown,Humans,Q07343
,target,DB03349,unknown,Humans,P49773
,target,DB03350,unknown,Escherichia coli (strain K12),P02930
,target,DB03350,unknown,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),P0A2Y7
,target,DB03351,unknown,Humans,P00374
,target,DB03352,unknown,Escherichia coli,P08692
,target,DB03352,unknown,Leishmania major,Q7K9G0
,target,DB03352,unknown,Staphylococcus aureus,P0A006
,target,DB03353,unknown,Streptomyces avidinii,P22629
,target,DB03354,unknown,Humans,P11217
,target,DB03355,unknown,Shigella flexneri,P0A8M5
,target,DB03355,unknown,Staphylococcus aureus (strain MW2),Q8NW68
,target,DB03357,unknown,Pseudomonas putida,P11444
,target,DB03358,unknown,VACV,P07617
,target,DB03359,unknown,Humans,P22303
,target,DB03360,unknown,Pectobacterium carotovorum subsp. carotovorum,Q9XB59
,target,DB03361,unknown,Klebsiella pneumoniae,P27696
,target,DB03363,unknown,Escherichia coli (strain K12),P04036
,target,DB03364,unknown,Agrobacterium sp. (strain KNK712),P60327
,target,DB03365,unknown,Humans,P24941
,target,DB03366,unknown,Bacillus sp. (strain B-0618),P40859
,target,DB03366,unknown,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),Q05603
,target,DB03366,unknown,Humans,P02144
,target,DB03366,unknown,Humans,P35228
,target,DB03366,unknown,Humans,P54819
,target,DB03366,unknown,Humans,P11309
,target,DB03366,unknown,Escherichia coli (strain K12),Q46822
,target,DB03366,unknown,Escherichia coli (strain K12),P31677
,target,DB03366,unknown,Escherichia coli (strain K12),P17802
,target,DB03366,unknown,Yersinia pestis,P31491
,target,DB03366,unknown,Humans,Q12965
,target,DB03366,unknown,Humans,Q14565
,target,DB03366,unknown,Bacillus subtilis (strain 168),O34598
,target,DB03366,unknown,Streptomyces lividans,P26514
,target,DB03366,unknown,Vitreoscilla stercoraria,P04252
,target,DB03366,unknown,Bacillus cereus (strain ATCC 14579 / DSM 31),Q816R0
,target,DB03366,unknown,Bacteriophage PBS2,P14739
,target,DB03366,unknown,Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG 4051 / NBRC 15346 / NCIMB 9279 / R1 / VKM B-1422),Q9ZNA2
,target,DB03366,unknown,Humans,P09960
,target,DB03366,unknown,Escherichia coli (strain K12),P0ADA1
,target,DB03366,unknown,Humans,Q9NQX3
,target,DB03366,unknown,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),P0A6B1
,target,DB03366,unknown,Bradyrhizobium japonicum (strain USDA 110),P23222
,target,DB03366,unknown,Humans,P99999
,target,DB03366,unknown,Synechocystis sp. (strain PCC 6803 / Kazusa),P74645
,target,DB03366,unknown,Escherichia coli (strain K12),P06988
,target,DB03367,unknown,Humans,P39900
,target,DB03368,unknown,Humans,P08254
,target,DB03369,unknown,Saccharopolyspora erythraea (strain NRRL 23338),Q00441
,target,DB03370,unknown,Humans,P00813
,target,DB03371,unknown,Lactobacillus helveticus,Q8RLY5
,target,DB03372,unknown,Humans,P60568
,target,DB03373,unknown,Humans,P07477
,target,DB03374,unknown,Humans,P61925
,target,DB03374,unknown,Humans,P17612
,target,DB03374,unknown,Bacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125),Q9KFR4
,target,DB03374,unknown,Humans,P07477
,target,DB03374,unknown,Escherichia coli (strain K12),P33590
,target,DB03374,unknown,Humans,Q6PHW0
,target,DB03376,unknown,Humans,P07814
,target,DB03379,unknown,Humans,P60174
,target,DB03380,unknown,Humans,P01303
,target,DB03380,unknown,Humans,Q86WA6
,target,DB03381,unknown,Humans,P08100
,target,DB03381,unknown,Humans,P07108
,target,DB03382,unknown,Shigella flexneri,P0A793
,target,DB03382,unknown,Humans,P48147
,target,DB03382,unknown,Aquifex aeolicus (strain VF5),O67040
,target,DB03382,unknown,Mycobacterium tuberculosis,O53240
,target,DB03382,unknown,Mycobacterium tuberculosis,P9WG35
,target,DB03382,unknown,Humans,P00441
,target,DB03382,unknown,Enterococcus faecalis (strain ATCC 700802 / V583),P37062
,target,DB03383,unknown,Humans,P11217
,target,DB03384,unknown,Humans,P55210
,target,DB03385,unknown,Humans,P00918
,target,DB03385,unknown,Humans,P02144
,target,DB03385,unknown,Humans,P35218
,target,DB03388,unknown,,P26660
