drugbank_id	clinicaltrials_id
DB04571	NSC-71047
DB04571	TRIOXSALEN
DB04571	TRIOXYSALEN
DB04571	TRISORALEN
DB04572	NSC-6396
DB04572	TEPADINA
DB04572	THIOPLEX
DB04572	THIOTEPA
DB04573	EPIESTRIOL
DB04573	ESTRIOL
DB04573	INCURIN
DB04574	ESTRONE SODIUM SULFATE
DB04574	ESTROPIPATE
DB04574	HARMOGEN
DB04574	ORTHO-EST
DB04626	APRAMYCIN
DB04630	ALDOSTERONE
DB04650	BIOTIN
DB04650	MD-1003
DB04660	CHOLINE ALFOSCERATE
DB04660	GLIATILIN
DB04665	COUMARIN
DB04703	HESPERIDIN
DB04711	ADIPIODONE
DB04711	ADIPIODONE MEGLUMINE
DB04711	BILIGRAFIN
DB04711	CHOLOGRAFIN
DB04711	IODIPAMIDE
DB04711	IODIPAMIDE MEGLUMINE
DB04729	GARAMYCIN
DB04729	GENOPTIC
DB04729	GENTACIDIN
DB04729	GENTAK
DB04729	GENTAMICIN
DB04729	GENTAMICIN SULFATE
DB04729	GENTICIN
DB04729	REFOBACIN
DB04729	SEPTOPAL
DB04729	U-GENCIN
DB04743	NIMESULIDE
DB04743	R 805
DB04743	R-805
DB04786	BAYER 205
DB04786	CI-1003
DB04786	FARMA
DB04786	FOURNEAU
DB04786	FOURNEAU 309
DB04786	METARET
DB04786	NAGANOL
DB04786	NSC-34936
DB04786	SURAMIN
DB04786	SURAMIN HEXASODIUM
DB04786	SURAMIN SODIUM
DB04789	(6S)-5-METHYLTETRAHYDROFOLATE
DB04789	CALCIUM LEVOMEFOLATE
DB04789	LEVOMEFOLATE CALCIUM
DB04789	LEVOMEFOLIC ACID
DB04789	METAFOLIN
DB04794	BAY H 4502
DB04794	BAY-H-4502
DB04794	BIFONAZOLE
DB04794	MYCOSPOR
DB04796	INECALCITOL
DB04796	TX-522
DB04805	RP-7293
DB04805	V-MAX
DB04815	CLIOQUINOL
DB04815	IODOCHLORHYDROXYQUIN
DB04817	DIPYRONE
DB04817	SULPYRINE
DB04819	SLEEPWELL
DB04824	PHENOLPHTHALEIN
DB04827	URETHAN
DB04827	URETHANE
DB04829	LYSERGIDE
DB04830	BUFORMIN
DB04833	METHAQUALONE
DB04833	METHAQUALONE HYDROCHLORIDE
DB04833	TR-495
DB04835	CELSENTRI
DB04835	MARAVIROC
DB04835	SELZENTRY
DB04837	ANTITUSSIN
DB04839	ANDROCUR
DB04839	CYPROSTAT
DB04839	CYPROTERONE ACETATE
DB04839	NSC-81430
DB04839	SH 714
DB04839	SH-714
DB04840	DEBRISOQUIN
DB04840	DEBRISOQUIN SULFATE
DB04840	DEBRISOQUINE
DB04840	DEBRISOQUINE SULFATE
DB04841	FLUNARIZINE
DB04841	FLUNARIZINE DIHYDROCHLORIDE
DB04841	FLUNARIZINE HYDROCHLORIDE
DB04841	R 14,950
DB04841	R-14950
DB04841	SIBELIUM
DB04842	FLUSPIRILENE
DB04844	NITOMAN
DB04844	TETRABENAZINE
DB04844	XENAZINE
DB04845	BMS-247550
DB04845	IXABEPILONE
DB04845	IXEMPRA
DB04846	CELIPROLOL
DB04846	CELIPROLOL HYDROCHLORIDE
DB04846	SELECTOL
DB04847	ASP-1517
DB04847	ASP1517
DB04847	FG-4592
DB04847	FG4592
DB04847	ROXADUSTAT
DB04849	AZD-2171
DB04849	AZD-2171 MALEATE
DB04849	AZD2171
DB04849	AZD2171 MALEATE
DB04849	CEDIRANIB
DB04849	CEDIRANIB MALEATE
DB04849	RECENTIN
DB04850	AZD-2563
DB04850	AZD-5847
DB04850	AZD2563
DB04851	BIRICODAR
DB04851	BIRICODAR DICITRATE
DB04851	INCEL
DB04851	VX-710
DB04852	IMPLITAPIDE
DB04853	BINODENOSON
DB04854	ADENURIC
DB04854	FEBUXOSTAT
DB04854	TMX-67
DB04854	ULORIC
DB04855	DRONEDARONE
DB04855	MULTAQ
DB04855	SR-33589
DB04855	SR33589
DB04856	DEXLOXIGLUMIDE
DB04858	SR-259075
DB04858	SR259075
DB04858	TIRAPAZAMINE
DB04858	WIN 59075
DB04858	WIN-59075
DB04861	BYSTOLIC
DB04861	NEBIVOLOL
DB04861	NEBIVOLOL HYDROCHLORIDE
DB04861	R-65824
DB04861	R65,824
DB04862	MERIMEPODIB
DB04862	VX-497
DB04863	LEFRADAFIBAN
DB04865	CEFLATONIN
DB04865	CGX-635
DB04865	HOMOHARRINGTONINE
DB04865	NSC-141633
DB04865	OMACETAXINE MEPESUCCINATE
DB04865	OMAPRO
DB04866	HALOFUGINONE
DB04866	HALOFUGINONE HYDROBROMIDE
DB04866	HT-100
DB04866	RU-19110
DB04866	STENOROL
DB04868	AMN 107
DB04868	AMN-107
DB04868	AMN107
DB04868	NILOTINIB
DB04868	NILOTINIB HYDROCHLORIDE
DB04868	NILOTINIB HYDROCHLORIDE MONOHYDRATE
DB04868	TASIGNA
DB04869	BIBN 4096 BS
DB04869	BIBN-4096 BS
DB04869	BIBN-4096BS
DB04871	APD-356
DB04871	APD356
DB04871	LORCASERIN
DB04871	LORCASERIN HYDROCHLORIDE
DB04873	PIBOSEROD
DB04874	AMMONIA
DB04874	AMMONIA N 13
DB04874	AMMONIA N-13
DB04874	AMMONIA SOLUTION, STRONG
DB04874	AMMONIA WATER
DB04874	HYDROCHLORIC ACID
DB04874	HYDROGEN CHLORIDE
DB04876	LAF 237
DB04876	LAF-237
DB04876	LAF237
DB04876	NVP-LAF 237
DB04876	NVP-LAF237
DB04876	VILDAGLIPTIN
DB04878	AO-128
DB04878	BASEN
DB04878	VOGLIBOSE
DB04879	CGP-79787
DB04879	VATALANIB
DB04880	ENOXIMONE
DB04880	PERFAN
DB04881	LY-335979
DB04881	LY335979
DB04882	EDOTECARIN
DB04882	J-107088
DB04883	DARUSENTAN
DB04883	HMR-4005
DB04883	LU-135252
DB04884	DAPOXETINE
DB04884	DAPOXETINE HYDROCHLORIDE
DB04884	LY-210448
DB04884	PRILIGY
DB04887	GW-640385
DB04887	GW-640385X
DB04887	GW640385
DB04888	BIFEPRUNOX
DB04888	BIFEPRUNOX MESYLATE
DB04888	DU-127090
DB04888	DU127090
DB04889	BICIFADINE
DB04889	BICIFADINE HYDROCHLORIDE
DB04890	BEPOTASTINE
DB04890	BEPOTASTINE BESILATE
DB04890	BEPREVE
DB04890	TALION
DB04890	TAU-284
DB04891	BECOCALCIDIOL
DB04891	QRX 101
DB04891	QRX-101
DB04894	RC-160
DB04894	SANVAR
DB04894	VAPREOTIDE
DB04896	F 2695
DB04896	F-2695
DB04896	F2695
DB04896	FETZIMA
DB04896	LEVOMILNACIPRAN
DB04896	MILNACIPRAN
DB04896	MILNACIPRAN HYDROCHLORIDE
DB04896	SAVELLA
DB04898	EXANTA
DB04898	XIMELAGATRAN
DB04903	PAGOCLONE
DB04903	RP 62955
DB04903	RP-62955
DB04905	TESMILIFENE
DB04905	TESMILIFENE HYDROCHLORIDE
DB04908	ADDYI
DB04908	BIMT 17
DB04908	BIMT 17 BS
DB04908	BIMT-17
DB04908	BIMT-17-BS
DB04908	FLIBANSERIN
DB04909	SITAMAQUINE
DB04909	WR 6026
DB04911	LY-333328
DB04911	LY333328
DB04911	NUVOCID
DB04911	ORBACTIV
DB04911	ORITAVANCIN
DB04911	ORITAVANCIN DIPHOSPHATE
DB04912	HYDROCHLORIC ACID
DB04912	HYDROGEN CHLORIDE
DB04915	IDRONOXIL
DB04918	CEFTOBIPROLE
DB04920	CLEVIDIPINE
DB04920	CLEVIDIPINE BUTYRATE
DB04920	CLEVIPREX
DB04924	ITOPRIDE
DB04926	NERAMEXANE MESILATE
DB04926	NERAMEXANE MESYLATE
DB04930	ELIMITE
DB04930	PERMETHRIN
DB04933	E-5564
DB04933	E5564
DB04933	ERITORAN
DB04933	ERITORAN TETRASODIUM
DB04934	KRM-1648
DB04934	RIFALAZIL
DB04938	FC-1271A
DB04938	OSPEMIFENE
DB04938	OSPHENA
DB04942	AM-80
DB04942	TAMIBAROTENE
DB04944	ACADESINE
DB04944	GP-1-110
DB04946	FANAPT
DB04946	HP 873
DB04946	HP-873
DB04946	ILOPERIDONE
DB04948	LOFEXIDINE
DB04948	LOFEXIDINE HYDROCHLORIDE
DB04948	LUCEMYRA
DB04948	MDL 14,042
DB04948	MDL-14042
DB04951	ESBRIET
DB04951	PIRFENIDONE
DB04953	AWD21-360
DB04953	D-23129
DB04953	EZOGABINE
DB04953	GKE-841
DB04953	GW-582892X
DB04953	GW582892X
DB04953	POTIGA
DB04953	RETIGABINE
DB04953	WAY-143841
DB04954	CVT-510
DB04954	TECADENOSON
DB04957	AZIMILIDE
DB04957	AZIMILIDE DIHYDROCHLORIDE
DB04957	AZIMILIDE HYDROCHLORIDE
DB04957	NE-10064
DB04960	R-11577
DB04960	R-115777
DB04960	R115777
DB04960	TIPIFARNIB
DB04960	ZARNESTRA
DB04961	(-)-ODDC
DB04961	BCH-4556
DB04961	TROXACITABINE
DB04967	LUCANTHONE
DB04967	LUCANTHONE HYDROCHLORIDE
DB04967	MIRACIL D
DB04967	TIXANTONE
DB04972	CANFOSFAMIDE
DB04972	CANFOSFAMIDE HYDROCHLORIDE
DB04972	TELCYTA
DB04972	TLK-286
DB04972	TLK286
DB04974	AP-1903
DB04974	AP1903
DB04974	RIMIDUCID
DB04975	BANOXANTRONE
DB04977	APLIDINE
DB04977	PLITIDEPSIN
DB04982	GYKI-53773
DB04982	LY-300164
DB04982	TALAMPANEL
DB04983	DENUFOSOL
DB04983	DENUFOSOL TETRASODIUM
DB04983	INS-37217
DB04983	INS37217
DB04996	ACETIC ACID
DB04996	ACETIC ACID, GLACIAL
DB04996	AMMONIA
DB04996	AMMONIA N 13
DB04996	AMMONIA N-13
DB04996	AMMONIA SOLUTION, STRONG
DB04996	AMMONIA WATER
DB04996	GLACIAL ACETIC ACID
DB04996	HYDROCHLORIC ACID
DB04996	HYDROGEN CHLORIDE
DB05003	IMEXON
DB05009	APADENOSON
DB05009	BMS-068645
DB05009	BMS068645
DB05013	INGENOL MEBUTATE
DB05013	PEP-005
DB05013	PEP005
DB05013	PICATO
DB05015	BELEODAQ
DB05015	BELINOSTAT
DB05015	NSC726630
DB05015	PXD-101
DB05015	PXD101
DB05016	ATALUREN
DB05016	PTC-124
DB05016	PTC124
DB05016	TRANSLARNA
DB05022	AMONAFIDE
DB05022	AMONAFIDE L-MALATE
DB05022	AS 1413
DB05022	AS1413
DB05022	NSC-308847
DB05022	XANAFIDE
DB05025	ARIMOCLOMOL
DB05034	ULARITIDE
DB05034	URODILATIN ULARITIDE
DB05035	EPROTIROME
DB05039	ARCAPTA NEOHALER
DB05039	INDACATEROL
DB05039	INDACATEROL MALEATE
DB05039	QAB-149
DB05039	QAB149
DB05057	ERDOSTEINE
DB05076	FENRETINIDE
DB05076	MCN-R-1967
DB05087	CCD 1042
DB05087	CCD-1042
DB05087	GANAXOLONE
DB05088	SULFUR
DB05088	SULFUR, PRECIPITATED
DB05095	CIMICOXIB
DB05100	AG-3340
DB05100	AG3340
DB05100	PRINOMASTAT
DB05104	ASIMADOLINE
DB05104	EMD-61753
DB05105	PLECONARIL
DB05105	VP 63843
DB05105	VP-63843
DB05105	WIN 63843
DB05105	WIN-63843
DB05109	ET-743
DB05109	TRABECTEDIN
DB05119	RILAPLADIB
DB05119	SB-659032
DB05123	CI-1027
DB05123	GEMCABENE CALCIUM
DB05129	BBM-2478A
DB05129	BMY-28090
DB05129	ELSAMITRUCIN
DB05134	17-AAG
DB05134	BMS-722782
DB05134	CNF-1010
DB05134	CNF1010
DB05134	KOS-953
DB05134	NSC-330507
DB05134	TANESPIMYCIN
DB05137	LOBELINE
DB05154	PA 824
DB05154	PA-824
DB05154	PA824
DB05154	PRETOMANID
DB05168	EC-145
DB05168	EC145
DB05168	VINTAFOLIDE
DB05187	ELAFIBRANOR
DB05187	GFT-505
DB05187	GFT505
DB05197	SOFALCONE
DB05197	SOLON
DB05197	SU-88
DB05219	AN-2728
DB05219	AN2728
DB05219	CRISABOROLE
DB05219	EUCRISA
DB05220	ALISERTIB
DB05220	MLN 8237
DB05220	MLN-8237
DB05220	MLN8237
DB05229	BERAPROST
DB05229	BERAPROST SODIUM
DB05229	BPS-314D
DB05229	ESUBERAPROST
DB05229	ESUBERAPROST SODIUM
DB05229	TRK-100
DB05229	TRK-100STP
DB05239	COBIMETINIB
DB05239	COTELLIC
DB05239	GDC-0973
DB05239	RG 7420
DB05239	RG-7420
DB05239	RG7420
DB05245	SILVER
DB05245	SILVER COLLOIDAL
DB05253	CDB-4124
DB05253	PROELLEX
DB05253	TELAPRISTONE ACETATE
DB05253	ZPV-200
DB05255	RONACALERET
DB05262	OXIPURINOL
DB05262	OXYPURINOL
DB05265	ECABET
DB05266	AV-411
DB05266	AV411
DB05266	IBUDILAST
DB05266	KETAS
DB05266	MN-166
DB05271	NEUPRO
DB05271	ROTIGOTINE
DB05271	SPM 962
DB05271	SPM-962
DB05288	AL 3789
DB05288	AL-3789
DB05288	ANECORTAVE
DB05288	ANECORTAVE ACETATE
DB05289	ANSAID
DB05289	BTS 18,322
DB05289	BTS-18322
DB05289	E-7869
DB05289	ESFLURBIPROFEN
DB05289	FLURBIPROFEN
DB05289	FLURBIPROFEN SODIUM
DB05289	MPC-7869
DB05289	OCUFEN
DB05289	TARENFLURBIL
DB05289	U-27,182
DB05289	U-27182
DB05294	CAPRELSA
DB05294	VANDETANIB
DB05294	ZACTIMA
DB05294	ZD-6474
DB05294	ZD6474
DB05296	ACETIC ACID
DB05296	ACETIC ACID, GLACIAL
DB05296	GLACIAL ACETIC ACID
DB05298	OPC-6535
DB05298	TETOMILAST
DB05316	ACP-103
DB05316	PIMAVANSERIN
DB05316	PIMAVANSERIN TARTRATE
DB05327	AS-3201
DB05327	RANIRESTAT
DB05340	PREDENEMA
DB05340	PREDNISOLONE SODIUM METAZOATE
DB05343	ARUNDIC ACID
DB05343	MK-0724
DB05343	MK0724
DB05343	ONO-2506PO
DB05351	AG-1749
DB05351	AGOPTON
DB05351	DEXILANT
DB05351	DEXLANSOPRAZOLE
DB05351	KAPIDEX
DB05351	LANSOPRAZOLE
DB05351	LANSOX
DB05351	LANZOR
DB05351	OGAST
DB05351	PREVACID
DB05351	T-168390
DB05351	TAK-390
DB05351	TAKEPRON
DB05351	ZOTON
DB05381	CEPLENE
DB05381	HISTAMINE
DB05381	HISTAMINE DIHYDROCHLORIDE
DB05381	HISTAMINE HYDROCHLORIDE
DB05381	HISTAMINE PHOSPHATE
DB05381	PEREMIN
DB05382	IODINE
DB05383	AMINOGUANIDINE
DB05383	PIMAGEDINE
DB05383	PIMAGEDINE HYDROCHLORIDE
DB05389	DEUTERIUM OXIDE
DB05389	OXYGEN
DB05395	AMIBEGRON
DB05395	SR-58611
DB05395	SR-58611A
DB05395	SR58611
DB05395	SR58611A
DB05399	AGI-1067
DB05399	SUCCINOBUCOL
DB05408	EMRICASAN
DB05408	IDN 6556
DB05408	IDN-6556
DB05408	PF 03491390
DB05408	PF-03491390
DB05412	SCIO 469
DB05412	SCIO-469
DB05412	TALMAPIMOD
DB05414	ERA-923
DB05420	MALTOL
DB05423	ORG 34517
DB05423	ORG-34517
DB05423	SCH-900636
DB05424	CANERTINIB
DB05424	CANERTINIB DIHYDROCHLORIDE
DB05424	CI-1033
DB05424	PD-0183805-002B
DB05424	PD-183805
DB05428	ACETIC ACID
DB05428	ACETIC ACID, GLACIAL
DB05428	GLACIAL ACETIC ACID
DB05442	BNP-166
DB05442	ETIPREDNOL DICLOACETATE
DB05454	SR57667B
DB05458	A-87089.0
DB05458	ABT-089
DB05458	POZANICLINE
DB05460	EZATIOSTAT HYDROCHLORIDE
DB05460	TER-199
DB05460	TER199
DB05461	DEUTERIUM OXIDE
DB05461	HYDROCHLORIC ACID
DB05461	HYDROGEN CHLORIDE
DB05465	CT-53518
DB05465	CT53518
DB05465	MLN-518
DB05465	TANDUTINIB
DB05470	VX-702
DB05475	APO-805
DB05475	APO-805K1
DB05475	APO805
DB05475	APO805K1
DB05475	SCV-07
DB05476	HYDROCHLORIC ACID
DB05476	HYDROGEN CHLORIDE
DB05478	PRADEFOVIR
DB05478	PRADEFOVIR MESILATE
DB05478	PRADEFOVIR MESYLATE
DB05494	CP 4055
DB05494	CP-4055
DB05494	ELACYTARABINE
DB05513	ATIPRIMOD
DB05513	SKF-106615
DB05514	COBIPROSTONE
DB05514	SPI-8811
DB05519	ATI-2042
DB05519	BUDIODARONE
DB05521	INCIVEK
DB05521	INCIVO
DB05521	MP 424
DB05521	MP-424
DB05521	TELAPREVIR
DB05521	VX 950
DB05521	VX-950
DB05524	EKB-569
DB05524	PELITINIB
DB05524	WAY-EKB-569
DB05540	ALANOSINE
DB05540	L-ALANOSINE
DB05541	BRIVARACETAM
DB05541	BRIVIACT
DB05541	UCB 34714
DB05541	UCB-34714
DB05542	ATI-7505
DB05542	NARONAPRIDE
DB05553	INS-50589
DB05553	INS50589
DB05562	NALUZOTAN
DB05562	PRX-00023
DB05575	AMG 706
DB05575	AMG-706
DB05575	MOTESANIB
DB05575	MOTESANIB DIPHOSPHATE
DB05585	AZIXA
DB05585	MPC-6827
DB05585	VERUBULIN
DB05585	VERUBULIN HYDROCHLORIDE
DB05590	BEDORADRINE SULFATE
DB05590	KUR-1246
DB05590	MN-221
DB05607	FUMARIC ACID
DB05608	R-440
DB05624	EP-24332
DB05624	TEVERELIX
DB05626	IPI-504
DB05626	RETASPIMYCIN
DB05626	RETASPIMYCIN HYDROCHLORIDE
DB05630	DEUTERIUM OXIDE
DB05642	DEUTERIUM OXIDE
DB05642	HYDROCHLORIC ACID
DB05642	HYDROGEN CHLORIDE
DB05645	AT-1001
DB05645	LARAZOTIDE
DB05645	LARAZOTIDE ACETATE
DB05653	NRX-195183
DB05653	NRX195183
DB05653	VTP-195183
DB05659	A-0026
DB05659	A0026
DB05659	BAY-56-6854
DB05659	FAROPENEM DALOXATE
DB05659	FAROPENEM MEDOXOMIL
DB05659	SUN-A0026
DB05667	COR-003
DB05667	COR003
DB05667	EXTINA
DB05667	KETOCONAZOLE
DB05667	KETOZOLE
DB05667	LEVOKETOCONAZOLE
DB05667	NIZORAL
DB05667	R 41,400
DB05667	R-41400
DB05667	XOLEGEL
DB05668	PALIFOSFAMIDE
DB05668	PALIFOSFAMIDE TROMETHAMINE
DB05668	ZIO-201
DB05668	ZIO-201-T
DB05676	APREMILAST
DB05676	CC-10004
DB05676	CC10004
DB05676	OTEZLA
DB05683	IODOFILTIC ACID
DB05683	IODOFILTIC ACID (123I)
DB05683	IODOFILTIC ACID I 123
DB05683	ZEMIVA
DB05686	A-007
DB05710	GANTACURIUM CHLORIDE
DB05710	GW-280430A
DB05710	GW280430A
DB05719	ELESCLOMOL
DB05719	STA-4783
DB05737	A-002
DB05737	LY-333013
DB05737	LY333013
DB05737	VARESPLADIB METHYL
DB05779	IM-862
DB05779	IM862
DB05779	OGLUFANIDE DISODIUM
DB05786	IROFULVEN
DB05786	MGI 114
DB05786	MGI-114
DB05790	HYDROCHLORIC ACID
DB05790	HYDROGEN CHLORIDE
DB05790	NOLPITANTIUM
DB05790	NOLPITANTIUM BESILATE
DB05791	IMAGENT
DB05791	PERFLUBRON
DB05792	HYDROCHLORIC ACID
DB05792	HYDROGEN CHLORIDE
DB05812	ABIRATERONE
DB05812	CB 7598
DB05812	CB-7598
DB05817	CLORETAZINE
DB05817	LAROMUSTINE
DB05817	ONRIGIN
DB05817	VNP-40101M
DB05817	VNP40101M
DB05837	HYDROCHLORIC ACID
DB05837	HYDROGEN CHLORIDE
DB05861	TASQUINIMOD
DB05868	BILN 2061 ZW
DB05868	BILN-2061
DB05868	BILN-2061-ZW
DB05885	SELETRACETAM
DB05885	UCB 44212
DB05885	UCB-44212
DB05913	OSI 930
DB05913	OSI-930
DB05928	DOVITINIB
DB05928	DOVITINIB LACTATE
DB05928	TKI-258
DB05944	ARRY-334543
DB05944	ARRY-543
DB05944	ASLAN-001
DB05944	ASLAN001
DB05944	VARLITINIB
DB05956	EVT-101
DB05956	HYDROCHLORIC ACID
DB05956	HYDROGEN CHLORIDE
DB05964	DOV-21,947
DB05964	DOV-21947
DB05964	EB-1010
DB05964	EB1010
DB05966	ANHYDROUS CITRIC ACID
DB05966	CITRIC ACID
DB05966	CITRIC ACID MONOHYDRATE
DB05966	CITRIC ACID, ANHYDROUS
DB05966	E-330
DB05969	BMS-387032
DB05969	SNS 032
DB05974	TRANSCROCETINATE SODIUM
DB05983	BARDOXOLONE METHYL
DB05983	CDDO-METHYL ESTER
DB05983	RTA 402
DB05983	RTA-402
DB05984	CHIR-265
DB05984	RAF 265
DB05984	RAF-265
DB05984	RAF265
DB05990	DSP-1747
DB05990	INT-747
DB05990	OBETICHOLIC ACID
DB05992	NPI-2358
DB05992	PLINABULIN
DB05993	HYDROCHLORIC ACID
DB05993	HYDROGEN CHLORIDE
DB06013	ALDOXORUBICIN
DB06013	ALDOXORUBICIN HYDROCHLORIDE
DB06013	INNO-206
DB06016	CARIPRAZINE
DB06016	CARIPRAZINE HYDROCHLORIDE
DB06016	MP-214
DB06016	RGH-188
DB06016	VRAYLAR
DB06040	ARRY-520
DB06040	FILANESIB
DB06061	AZD 8330
DB06061	AZD-8330
DB06075	ASP-7487
DB06075	LINSITINIB
DB06075	OSI-906
DB06075	OSI-906AA
DB06077	ITI-007
DB06077	LUMATEPERONE
DB06077	LUMATEPERONE TOSYLATE
DB06082	HYDROCHLORIC ACID
DB06082	HYDROGEN CHLORIDE
DB06083	GSK-2894512
DB06083	GSK2894512
DB06083	TAPINAROF
DB06083	WBI-1001
DB06090	BRADANICLINE
DB06090	TC 5619
DB06090	TC-5619
DB06091	EVOFOSFAMIDE
DB06091	TH-302
DB06119	CENOBAMATE
DB06119	YKP-3089
DB06119	YKP3089
DB06134	SNS 314
DB06134	SNS-314
DB06137	KX-2-391
DB06137	KX2-391
DB06144	LU 23-174
DB06144	LU-23-174
DB06144	SERDOLECT
DB06144	SERLECT
DB06144	SERTINDOLE
DB06145	IL 5902
DB06145	IL-5902
DB06145	NSC-55926
DB06145	NSC-64393
DB06145	ROVAMYCIN
DB06145	SELECTOMYCIN
DB06145	SPIRAMYCIN
DB06148	MIANSERIN
DB06148	MIANSERIN HYDROCHLORIDE
DB06148	ORG GB 94
DB06148	ORG-GB 94
DB06148	TOLVON
DB06151	ACETADOTE
DB06151	ACETYLCYSTEINE
DB06151	BRONCHOLYSIN
DB06151	CETYLEV
DB06151	FLUIMICIL
DB06151	FLUIMUCETIN
DB06151	MERCAPTURIC ACID
DB06151	MUCOMYST
DB06151	MUCOSIL
DB06151	RESPAIRE
DB06151	TIXAIR
DB06154	PENTAERITHRITYL TETRANITRATE
DB06154	PENTAERYTHRITOL TETRANITRATE
DB06154	PENTALONG
DB06154	PERITRATE
DB06155	RIMONABANT
DB06155	SR-141716
DB06155	SR-141716A
DB06155	SR141716
DB06156	NS 2330
DB06156	NS-2330
DB06156	TESOFENSINE
DB06159	RFS 2000
DB06159	RFS-2000
DB06159	RFS2000
DB06159	RUBITECAN
DB06163	PLEVITREXED
DB06163	ZD-9331
DB06163	ZD9331
DB06166	GSK-2248761
DB06166	IDX-899
DB06166	IDX899
DB06169	D-24851
DB06169	INDIBULIN
DB06169	ZIO-301
DB06174	NOSCAPINE
DB06174	NOSCAPINE HYDROCHLORIDE
DB06176	DEPSIPEPTIDE
DB06176	FK-228
DB06176	FK228
DB06176	FR-901228
DB06176	FR901228
DB06176	ISTODAX
DB06176	NSC-630176
DB06176	ROMIDEPSIN
DB06177	D 19575
DB06177	D-19575
DB06177	GLUFOSFAMIDE
DB06178	PT-523
DB06178	PT523
DB06178	TALOTREXIN
DB06178	TALOTREXIN AMMONIUM
DB06182	PT-100
DB06182	TALABOSTAT
DB06182	TALABOSTAT MESYLATE
DB06185	BCX-1777
DB06185	FORODESINE
DB06185	FORODESINE HYDROCHLORIDE
DB06187	VALTORCITABINE
DB06188	CK-0238273
DB06188	CK0238273
DB06188	ISPINESIB
DB06190	GW-427353B
DB06190	GW427353B
DB06190	SOLABEGRON
DB06190	SOLABEGRON HYDROCHLORIDE
DB06191	ZOSUQUIDAR
DB06191	ZOSUQUIDAR TRIHYDROCHLORIDE
DB06193	BBR 2778
DB06193	BBR-2778
DB06193	PIXANTRONE
DB06193	PIXANTRONE DIMALEATE
DB06193	PIXANTRONE MALEATE
DB06193	PIXUVRI
DB06195	AL-39256
DB06195	CYC-202
DB06195	SELICICLIB
DB06196	FIRAZYR
DB06196	HOE 140
DB06196	HOE-140
DB06196	ICATIBANT
DB06196	ICATIBANT ACETATE
DB06197	BIMOSIAMOSE
DB06198	ALOVUDINE
DB06198	CL 184,824
DB06198	CL 184824
DB06198	CL-184,824
DB06198	CL-184824
DB06199	ABT-627
DB06199	ATRASENTAN
DB06199	ATRASENTAN HYDROCHLORIDE
DB06200	KC-8857
DB06200	KC8857
DB06200	PULZIUM
DB06200	TEDISAMIL
DB06200	TEDISAMIL SESQUIFUMARATE
DB06201	BANZEL
DB06201	CGP 33101
DB06201	CGP-33101
DB06201	E-2080
DB06201	E2080
DB06201	INOVELON
DB06201	RUFINAMIDE
DB06202	LASOFOXIFENE
DB06203	ALOGLIPTIN
DB06203	ALOGLIPTIN BENZOATE
DB06203	NESINA
DB06203	SYR 322
DB06203	SYR-322
DB06204	CG-5503
DB06204	CG5503
DB06204	CG5503 IR
DB06204	NUCYNTA
DB06204	PALEXIA
DB06204	TAPENTADOL
DB06204	TAPENTADOL HYDROCHLORIDE
DB06206	BRIDION
DB06206	ORG 25969
DB06206	ORG-25969
DB06206	SUGAMMADEX
DB06206	SUGAMMADEX SODIUM
DB06207	KMD-3213
DB06207	RAPAFLO
DB06207	SILODOSIN
DB06207	URIEF
DB06209	EFFIENT
DB06209	EFIENT
DB06209	LY-640315
DB06209	LY640315
DB06209	PRASUGREL
DB06209	PRASUGREL HYDROCHLORIDE
DB06210	ELTROMBOPAG
DB06210	ELTROMBOPAG OLAMINE
DB06210	PROMACTA
DB06210	REVOLADE
DB06210	SB-497115-GR
DB06210	SB497115
DB06211	DORIBAX
DB06211	DORIPENEM
DB06211	S-4661
DB06212	JINARC
DB06212	JYNARQUE
DB06212	OPC-41061
DB06212	OPC-41061(TOLVAPTAN)
DB06212	SAMSCA
DB06212	TOLVAPTAN
DB06213	CVT-3146
DB06213	LEXISCAN
DB06213	RAPISCAN
DB06213	REGADENOSON
DB06216	ASENAPINE
DB06216	ASENAPINE MALEATE
DB06216	FUMARIC ACID
DB06216	ORG 5222
DB06216	ORG-5222
DB06216	SAPHRIS
DB06216	SYCREST
DB06217	BRINAVESS
DB06217	KYNAPID
DB06217	RSD-1235
DB06217	RSD1235
DB06217	VERNAKALANT
DB06217	VERNAKALANT HYDROCHLORIDE
DB06218	ERLOSAMIDE
DB06218	LACOSAMIDE
DB06218	SPM 927
DB06218	SPM-927
DB06218	VIMPAT
DB06228	BAY 59-7939
DB06228	BAY-59-7939
DB06228	JNJ-39039039
DB06228	JNJ39039039
DB06228	RIVAROXABAN
DB06228	XARELTO
DB06230	NALMEFENE
DB06230	NALMEFENE HYDROCHLORIDE
DB06230	REVEX
DB06230	SRD-174
DB06230	SRD174
DB06233	AP 23573
DB06233	AP-23573
DB06233	AP23573
DB06233	MK-8669
DB06233	RIDAFOROLIMUS
DB06234	1263-W-94
DB06234	1263W94
DB06234	MARIBAVIR
DB06236	ACH-126,443
DB06236	ACH-126443
DB06236	DEXELVUCITABINE
DB06236	DPC-817
DB06236	ELVUCITABINE
DB06236	INCB-8721
DB06236	REVERSET
DB06236	YZ-817
DB06237	AVANAFIL
DB06237	STENDRA
DB06237	TA-1790
DB06240	TARIQUIDAR
